gene_id	kegg_pathway_id	kegg_pathway_name
OsMH63_01G044550	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G044550	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_01G044580	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G044650	osa03022	Basal transcription factors - Oryza sativa japonica (Japanese rice)
OsMH63_01G044700	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G044710	osa00920	Sulfur metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G044710	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044760	osa00061	Fatty acid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G044760	osa00071	Fatty acid degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G044760	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044760	osa01212	Fatty acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G044760	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_01G044780	osa04136	Autophagy - other - Oryza sativa japonica (Japanese rice)
OsMH63_01G044800	osa00250	Alanine, aspartate and glutamate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G044800	osa00910	Nitrogen metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G044800	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044800	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G044800	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G044820	osa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G044820	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044860	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G044860	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044860	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G044900	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G044900	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044900	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G044950	osa00061	Fatty acid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G044950	osa01040	Biosynthesis of unsaturated fatty acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G044950	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G044950	osa01212	Fatty acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045030	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045030	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045030	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_01G045100	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G045100	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045200	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G045220	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045220	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045230	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G045250	osa00970	Aminoacyl-tRNA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045250	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045290	osa00053	Ascorbate and aldarate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045290	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045290	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G045300	osa00073	Cutin, suberine and wax biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045300	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045300	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045300	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045310	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G045320	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045320	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045320	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045350	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_01G045400	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045430	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G045430	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G045430	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045430	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045430	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045430	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G045470	osa00310	Lysine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G045470	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045500	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa00261	Monobactam biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa00300	Lysine biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa01210	2-Oxocarboxylic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045520	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G045530	osa03022	Basal transcription factors - Oryza sativa japonica (Japanese rice)
OsMH63_01G045530	osa03420	Nucleotide excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G045550	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045550	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045580	osa00600	Sphingolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045580	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045580	osa04382	Cornified envelope formation - Oryza sativa japonica (Japanese rice)
OsMH63_01G045590	osa00561	Glycerolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045590	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045590	osa00600	Sphingolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045590	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045590	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045590	osa04382	Cornified envelope formation - Oryza sativa japonica (Japanese rice)
OsMH63_01G045620	osa00590	Arachidonic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045620	osa00790	Folate biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045620	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045710	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045710	osa00750	Vitamin B6 metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045710	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045710	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045710	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G045750	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045760	osa00730	Thiamine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045760	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045760	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G045790	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G045880	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045900	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045900	osa00470	D-Amino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045900	osa00900	Terpenoid backbone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G045900	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G045900	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G045930	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_01G045940	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_01G045950	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G045950	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046070	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046070	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046100	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G046100	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046120	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
OsMH63_01G046120	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G046120	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046120	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046120	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046170	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046170	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046240	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046240	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046270	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046270	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046280	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046280	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046310	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046310	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046410	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G046420	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046420	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046420	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046430	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046430	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046440	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046440	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046450	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_01G046480	osa00900	Terpenoid backbone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046480	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046480	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046500	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046530	osa00910	Nitrogen metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046620	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G046700	osa03440	Homologous recombination - Oryza sativa japonica (Japanese rice)
OsMH63_01G046700	osa03460	Fanconi anemia pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G046760	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G046780	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G046800	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G046830	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046830	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046850	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046850	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046900	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G046920	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G046930	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046930	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046930	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G046940	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046940	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046940	osa00760	Nicotinate and nicotinamide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046940	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046940	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G046940	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046960	osa03082	ATP-dependent chromatin remodeling - Oryza sativa japonica (Japanese rice)
OsMH63_01G046960	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_01G046970	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046970	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046970	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G046990	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046990	osa00511	Other glycan degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G046990	osa00600	Sphingolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G046990	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047020	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G047020	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047020	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047020	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa00670	One carbon pool by folate - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa00785	Lipoic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G047050	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047090	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_01G047130	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047130	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047130	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047160	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047160	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047160	osa00565	Ether lipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047160	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047160	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G047170	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G047180	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G047250	osa04814	Motor proteins - Oryza sativa japonica (Japanese rice)
OsMH63_01G047310	osa00760	Nicotinate and nicotinamide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047310	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047310	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G047340	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047340	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047340	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G047340	osa04148	Efferocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047390	osa03060	Protein export - Oryza sativa japonica (Japanese rice)
OsMH63_01G047400	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047400	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047400	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G047450	osa03430	Mismatch repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G047450	osa03460	Fanconi anemia pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G047540	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G047550	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047550	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047670	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G047720	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G047720	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047720	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047720	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G047730	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047740	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G047750	osa00901	Indole alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047750	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047750	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G047790	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G047790	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047800	osa04130	SNARE interactions in vesicular transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G047810	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G047810	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047820	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047820	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047840	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047840	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047840	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G047880	osa04130	SNARE interactions in vesicular transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G047890	osa04814	Motor proteins - Oryza sativa japonica (Japanese rice)
OsMH63_01G047950	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047950	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G047950	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G047950	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G047960	osa00540	Lipopolysaccharide biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G047960	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048010	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048010	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048030	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_01G048070	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G048090	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048090	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G048090	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048090	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048120	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_01G048150	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_01G048180	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_01G048270	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048270	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048270	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_01G048350	osa03022	Basal transcription factors - Oryza sativa japonica (Japanese rice)
OsMH63_01G048440	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048440	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048440	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G048490	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048490	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048490	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G048530	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_01G048540	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_01G048690	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G048690	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G048710	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_01G048710	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G048790	osa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G048790	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048790	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G048790	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G048830	osa00780	Biotin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048830	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048830	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa00920	Sulfur metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G048920	osa01320	Sulfur cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G048960	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G049020	osa00900	Terpenoid backbone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G049020	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
