gene_id	kegg_pathway_id	kegg_pathway_name
OsMH63_07G042180	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G042180	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G042180	osa03008	Ribosome biogenesis in eukaryotes - Oryza sativa japonica (Japanese rice)
OsMH63_07G042190	osa00040	Pentose and glucuronate interconversions - Oryza sativa japonica (Japanese rice)
OsMH63_07G042190	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G042250	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_07G042250	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_07G042460	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_07G042640	osa03082	ATP-dependent chromatin remodeling - Oryza sativa japonica (Japanese rice)
OsMH63_07G042660	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_07G042660	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G042840	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_07G043830	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G043830	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G043830	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G043830	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G043830	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G043880	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_07G043940	osa00450	Selenocompound metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G043960	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_07G044000	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G044000	osa00910	Nitrogen metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G044100	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_07G044180	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G044180	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G044210	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G044210	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G044330	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G044330	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G044330	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G044730	osa03460	Fanconi anemia pathway - Oryza sativa japonica (Japanese rice)
OsMH63_07G044750	osa00040	Pentose and glucuronate interconversions - Oryza sativa japonica (Japanese rice)
OsMH63_07G044750	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G044750	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G044890	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_07G045080	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G045080	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045080	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_07G045090	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_07G045130	osa00071	Fatty acid degradation - Oryza sativa japonica (Japanese rice)
OsMH63_07G045130	osa00280	Valine, leucine and isoleucine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_07G045130	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045130	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045130	osa01212	Fatty acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G045190	osa00970	Aminoacyl-tRNA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045270	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045270	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045270	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045280	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045280	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045280	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045290	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045290	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045290	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045300	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045300	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045300	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045420	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G045420	osa00561	Glycerolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G045420	osa00600	Sphingolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G045420	osa00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Oryza sativa japonica (Japanese rice)
OsMH63_07G045420	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045560	osa00904	Diterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045560	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045560	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045570	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G045570	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G045570	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_07G045880	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_07G045890	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_07G045890	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_07G045900	osa00902	Monoterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G045900	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G045940	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_07G046000	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046000	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046010	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_07G046010	osa04070	Phosphatidylinositol signaling system - Oryza sativa japonica (Japanese rice)
OsMH63_07G046010	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_07G046010	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_07G046030	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_07G046050	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046050	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046120	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_07G046140	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_07G046280	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046280	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G046280	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046280	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G046330	osa03440	Homologous recombination - Oryza sativa japonica (Japanese rice)
OsMH63_07G046390	osa00040	Pentose and glucuronate interconversions - Oryza sativa japonica (Japanese rice)
OsMH63_07G046390	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046460	osa03050	Proteasome - Oryza sativa japonica (Japanese rice)
OsMH63_07G046510	osa03440	Homologous recombination - Oryza sativa japonica (Japanese rice)
OsMH63_07G046520	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_07G046520	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_07G046540	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G046540	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046540	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G046570	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_07G046580	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046580	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046580	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G046580	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046580	osa04820	Cytoskeleton in muscle cells - Oryza sativa japonica (Japanese rice)
OsMH63_07G046660	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_07G046680	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046680	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046680	osa04070	Phosphatidylinositol signaling system - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa00053	Ascorbate and aldarate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_07G046710	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_07G046770	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_08G000030	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000090	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000090	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000090	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G000160	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000160	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000160	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G000170	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_08G000270	osa04016	MAPK signaling pathway - plant - Oryza sativa japonica (Japanese rice)
OsMH63_08G000290	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000290	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000300	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000300	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000300	osa04070	Phosphatidylinositol signaling system - Oryza sativa japonica (Japanese rice)
OsMH63_08G000300	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000300	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000410	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000410	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000420	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000420	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000420	osa04070	Phosphatidylinositol signaling system - Oryza sativa japonica (Japanese rice)
OsMH63_08G000420	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000420	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000500	osa03008	Ribosome biogenesis in eukaryotes - Oryza sativa japonica (Japanese rice)
OsMH63_08G000520	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_08G000520	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_08G000520	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000580	osa03008	Ribosome biogenesis in eukaryotes - Oryza sativa japonica (Japanese rice)
OsMH63_08G000610	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_08G000610	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_08G000610	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000630	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000630	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000630	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000650	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000650	osa00730	Thiamine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000650	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000650	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G000650	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000650	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G000680	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000680	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000680	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_08G000680	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000700	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000700	osa00730	Thiamine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000700	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000700	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G000700	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000700	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G000710	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_08G000720	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000780	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G000980	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G000980	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000980	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G000990	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000990	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000990	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G000990	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G000990	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G000990	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_08G001040	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001040	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_08G001080	osa00053	Ascorbate and aldarate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001080	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001080	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G001120	osa00053	Ascorbate and aldarate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001120	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001120	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G001160	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G001180	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_08G001230	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_08G001250	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_08G001300	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_08G001320	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_08G001370	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001370	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001380	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
OsMH63_08G001380	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_08G001380	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001380	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G001380	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001390	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa00730	Thiamine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001420	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G001480	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
OsMH63_08G001480	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_08G001480	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001480	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001480	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G001480	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa03015	mRNA surveillance pathway - Oryza sativa japonica (Japanese rice)
OsMH63_08G001530	osa04382	Cornified envelope formation - Oryza sativa japonica (Japanese rice)
OsMH63_08G001700	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001700	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_08G001700	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001700	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G001700	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001700	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_08G001770	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G001820	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_08G001820	osa04517	IgSF CAM signaling - Oryza sativa japonica (Japanese rice)
OsMH63_08G001820	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_08G001820	osa05100	Bacterial invasion of epithelial cells - Oryza sativa japonica (Japanese rice)
OsMH63_08G001830	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G001910	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G001910	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G001910	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_08G001970	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G002020	osa00561	Glycerolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002020	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002020	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002020	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G002280	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002280	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_08G002280	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002280	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G002280	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002280	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_08G002360	osa00260	Glycine, serine and threonine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002360	osa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002360	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002360	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G002360	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_08G002380	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G002440	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_08G002440	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002440	osa04517	IgSF CAM signaling - Oryza sativa japonica (Japanese rice)
OsMH63_08G002440	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_08G002440	osa05100	Bacterial invasion of epithelial cells - Oryza sativa japonica (Japanese rice)
OsMH63_08G002450	osa03082	ATP-dependent chromatin remodeling - Oryza sativa japonica (Japanese rice)
OsMH63_08G002460	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_08G002490	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G002570	osa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002570	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002570	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G002570	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G002610	osa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002610	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002610	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G002610	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_08G002620	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa00350	Tyrosine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa00901	Indole alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa00950	Isoquinoline alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa00965	Betalain biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002650	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa00350	Tyrosine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa00901	Indole alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa00950	Isoquinoline alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa00965	Betalain biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_08G002660	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
