gene_id	DS_osbzip23_rep1	DS_osbzip23_rep2	DS_WT_rep1	DS_WT_rep2	N_WT_rep1	N_WT_rep2	RE_WT_rep1	RE_WT_rep2
OsMH_01G0027700	3	0	0	0	0	0	0	0
OsMH_01G0027800	174	132	0	0	0	0	0	0
OsMH_01G0028200	718	741	0	0	18	10	0	2
OsMH_01G0028300	18	11	0	0	0	0	0	0
OsMH_01G0028400	2875	3154	0	0	0	0	0	0
OsMH_01G0028500	236	6	2447	2327	3248	2928	2459	2549
OsMH_01G0028700	97	107	964	1263	1624	1443	1871	1828
OsMH_01G0028800	13417	14562	0	0	0	0	0	0
OsMH_01G0029100	2	8	0	0	0	0	0	0
OsMH_01G0029200	351	418	0	0	11	3	0	7
OsMH_01G0029300	254	244	0	0	0	2	2	0
OsMH_01G0029400	16	3	0	0	0	2	7	0
OsMH_01G0030500	2	3	0	0	0	0	0	0
OsMH_01G0031100	657	363	0	0	0	0	0	0
OsMH_01G0031700	166	126	0	0	0	0	0	0
OsMH_01G0031900	790	1039	0	0	0	0	0	0
OsMH_01G0032200	5	10	0	0	0	0	0	0
OsMH_01G0032300	9299	8865	0	0	2	1	2	0
OsMH_01G0032400	56	45	2443	2607	1748	1735	1612	1627
OsMH_01G0032500	79	105	912	913	1464	1487	1176	1264
OsMH_01G0032600	2502	2552	423	362	758	791	819	978
OsMH_01G0032700	193	302	0	0	0	0	0	0
OsMH_01G0032800	2346	2127	0	0	0	0	0	0
OsMH_01G0033000	806	1070	0	0	0	0	0	0
OsMH_01G0033100	1	13	0	0	0	4	0	0
OsMH_01G0034400	45	57	0	0	0	0	0	0
OsMH_01G0035400	3	0	0	0	0	0	2	0
OsMH_01G0036000	5	8	0	0	0	0	0	0
OsMH_01G0036100	280	297	1132	1254	710	560	458	489
OsMH_01G0036500	8	0	0	0	0	0	0	0
OsMH_01G0036600	1472	1115	0	0	0	0	0	0
OsMH_01G0037100	8	1	0	0	1	0	0	0
OsMH_01G0037300	5	12	0	0	0	0	0	0
OsMH_01G0037500	39	31	0	0	0	0	0	0
OsMH_01G0037600	25	11	709	729	429	409	381	443
OsMH_01G0038200	34	77	0	0	0	0	0	0
OsMH_01G0038800	212	343	0	0	0	0	0	0
OsMH_01G0038900	71	168	16	17	0	0	0	0
OsMH_01G0039000	98	115	0	0	0	0	0	0
OsMH_01G0039100	1341	1424	0	0	0	0	0	0
OsMH_01G0039200	3812	3551	9	27	17	12	2	2
OsMH_01G0039800	127	196	510	676	190	317	152	93
OsMH_01G0040300	233	305	575	367	1734	1569	1095	1333
OsMH_01G0040500	219	290	0	0	0	0	0	0
OsMH_01G0040400	2	2	0	0	76	28	75	68
OsMH_01G0040700	31	40	15	3	5	0	0	2
OsMH_01G0040800	180	340	0	0	0	0	0	0
OsMH_01G0041000	218	75	0	0	0	0	0	0
OsMH_01G0041100	19	32	0	2	0	0	0	0
OsMH_01G0041200	37	33	0	0	0	4	0	0
OsMH_01G0041500	53	34	0	0	0	0	0	0
OsMH_01G0042800	3690	4955	0	0	0	0	0	0
OsMH_01G0043000	4	5	0	0	0	0	0	0
OsMH_01G0043100	165	213	0	0	0	0	0	0
OsMH_01G0043200	2	1	0	0	0	0	0	0
OsMH_01G0043500	23	20	0	0	0	0	0	0
OsMH_01G0043700	9	27	0	0	0	0	0	0
OsMH_01G0044000	10058	9829	0	0	0	0	0	0
OsMH_01G0044400	203	209	1256	1231	1148	1021	858	1069
OsMH_01G0044800	304	433	158	148	226	194	157	194
OsMH_01G0045100	533	420	8	14	27	20	19	28
OsMH_01G0045400	29	34	7	4	51	45	16	5
OsMH_01G0045900	1093	1002	44	35	521	471	250	276
OsMH_01G0046100	395	335	21	51	317	260	180	200
OsMH_01G0046200	221	441	3980	4244	4061	3774	2817	3051
OsMH_01G0046300	127412	116520	70282	70847	49	33	2354	2600
OsMH_01G0046500	569	555	125	142	59	77	63	54
OsMH_01G0046700	204	280	1348	1638	1490	1360	1249	1274
OsMH_01G0047000	2	0	219	294	307	227	265	291
OsMH_01G0047100	7	9	4	0	0	0	0	0
OsMH_01G0047200	6	3	19	8	2	8	12	7
OsMH_01G0047400	140	128	9	0	0	0	7	2
OsMH_01G0047600	109	162	17	23	0	4	8	3
OsMH_01G0047800	30	39	170	161	483	363	607	548
OsMH_01G0047900	1	4	2839	3001	2937	2601	2780	2665
OsMH_01G0048000	2	0	2893	2926	1770	1648	1225	1288
OsMH_01G0048300	11	8	379	425	310	213	186	179
OsMH_01G0048400	498	475	5580	5491	1127	894	824	867
OsMH_01G0048500	303	634	5	3	0	3	2	2
OsMH_01G0048600	888	775	265	223	0	0	0	0
OsMH_01G0048800	483	576	12	2	0	0	0	0
OsMH_01G0048900	37	47	466	443	416	416	300	348
OsMH_01G0049000	22	0	136	194	145	125	88	116
OsMH_01G0049100	948	1829	3717	3596	1488	1488	1058	1080
OsMH_01G0049200	1201	1127	1260	1228	355	283	227	204
OsMH_01G0049400	44	79	1709	1816	7102	6648	6465	6750
OsMH_01G0049600	1186	1277	223	237	142	73	78	83
OsMH_01G0050100	22	0	1368	1340	2173	1952	1674	1656
OsMH_01G0051300	14	12	108	98	242	216	270	244
OsMH_01G0051500	200	333	4	0	0	0	5	2
OsMH_01G0051900	1050	1872	334	242	218	183	159	184
OsMH_01G0052000	15955	16368	209	217	110	82	71	59
OsMH_01G0052100	4	0	11340	11103	6690	6423	4917	4809
OsMH_01G0053100	41	23	4	0	0	0	0	0
OsMH_01G0053200	31	59	1073	1149	633	536	497	548
OsMH_01G0053300	1939	2500	140	160	51	51	23	36
OsMH_01G0053500	8	14	70	87	64	50	32	38
OsMH_01G0055500	34	64	5007	4627	7023	6260	3524	3878
OsMH_01G0055700	10	46	18	28	46	27	42	52
OsMH_01G0055800	1371	2183	172	223	316	273	369	402
OsMH_01G0056200	218	286	0	0	0	0	0	0
OsMH_01G0056400	3404	3692	0	0	0	0	0	0
OsMH_01G0069300	0	15	1244	1144	957	899	903	737
OsMH_01G0069500	59	54	0	0	0	0	0	0
OsMH_01G0069600	0	12	0	0	0	0	0	0
OsMH_01G0069700	33	38	0	0	0	0	0	0
OsMH_01G0069800	24	14	0	0	0	0	0	0
OsMH_01G0070000	40	49	0	0	0	0	0	0
OsMH_01G0070100	0	0	0	0	0	0	0	0
OsMH_01G0062600	0	0	0	0	0	0	0	0
OsMH_01G0062700	0	0	0	3	0	2	8	0
OsMH_01G0062800	0	0	4640	4433	3984	3648	2961	3399
OsMH_01G0062900	0	2	0	0	0	0	0	0
OsMH_01G0063000	0	0	0	0	0	0	0	0
OsMH_01G0063100	0	0	0	0	0	0	0	0
OsMH_01G0063300	778	1350	0	0	0	0	0	0
OsMH_01G0063400	0	0	121	192	177	136	285	281
OsMH_01G0063500	0	0	84	100	66	86	93	81
OsMH_01G0063700	0	0	0	0	0	0	0	0
OsMH_01G0063900	0	0	96	86	74	66	80	83
OsMH_01G0064200	236	371	0	0	0	0	0	0
OsMH_01G0064300	11	8	0	0	0	0	0	0
OsMH_01G0064400	0	0	0	0	0	0	0	0
OsMH_01G0064600	50	46	0	0	0	0	0	0
OsMH_01G0064800	0	0	3398	3713	3963	3729	3145	3389
OsMH_01G0065000	0	0	0	0	0	2	0	0
OsMH_01G0065100	23	57	0	0	0	0	0	0
OsMH_01G0065200	0	0	0	0	0	0	0	0
OsMH_01G0065300	0	0	0	0	0	0	0	0
OsMH_01G0065400	0	0	0	0	0	0	0	0
OsMH_01G0065500	0	0	0	0	0	0	0	0
OsMH_01G0065600	429	604	0	0	0	0	0	0
OsMH_01G0065700	0	2	0	0	0	0	0	0
OsMH_01G0065900	379	526	0	0	0	0	0	0
OsMH_01G0066800	0	0	0	0	0	0	0	0
OsMH_01G0066900	0	0	0	0	0	0	0	0
OsMH_01G0067000	0	0	198	203	307	263	191	273
OsMH_01G0067100	0	0	410	428	315	234	339	394
OsMH_01G0067200	0	0	0	0	0	0	0	0
OsMH_01G0067300	0	0	185	196	210	320	155	150
OsMH_01G0067400	0	0	0	0	0	0	0	2
OsMH_01G0067500	0	0	2	0	291	348	356	508
OsMH_01G0067600	0	0	0	0	161	129	196	176
OsMH_01G0067700	0	0	59	71	12	26	23	15
OsMH_01G0067800	0	0	0	0	14	8	8	12
OsMH_01G0067900	0	0	0	0	0	0	0	0
OsMH_01G0068500	16	47	0	0	0	0	0	0
OsMH_01G0068600	30	20	0	0	0	0	0	0
OsMH_01G0068700	0	0	1944	1673	2049	2020	1541	1503
OsMH_01G0069000	0	9	0	0	0	0	0	0
OsMH_01G0069100	0	0	0	0	0	0	0	0
OsMH_01G0063200	5	4	0	4	0	0	4	0
OsMH_01G0063600	14	35	0	0	0	0	0	0
OsMH_01G0063800	1271	1235	1144	1034	864	915	594	676
OsMH_01G0064000	12874	15857	0	0	0	0	2	2
OsMH_01G0064100	16	32	0	0	0	0	0	0
OsMH_01G0064500	1243	1539	6578	6862	7081	6696	5113	5088
OsMH_01G0064700	8	44	787	783	5560	5108	5108	5295
OsMH_01G0064900	2	0	1040	1088	329	330	442	426
OsMH_01G0065800	346	555	3699	3905	6177	5624	7614	7828
OsMH_01G0066000	247	396	2230	2119	2941	2690	1417	1440
OsMH_01G0066100	138	336	798	765	784	747	548	505
OsMH_01G0066200	14719	14208	620	584	749	699	678	936
OsMH_01G0066300	57	69	340	298	617	681	814	803
OsMH_01G0066400	689	764	491	527	647	645	866	907
OsMH_01G0066500	85	200	56	54	348	287	317	378
OsMH_01G0066600	152	268	2509	2457	2562	2226	2145	2196
OsMH_01G0066700	175	329	20441	22573	6588	5849	6964	7177
OsMH_01G0068000	1225	1262	170	225	5	3	4	0
OsMH_01G0068100	59	83	572	526	274	297	328	270
OsMH_01G0068200	86	43	15	7	81	87	109	138
OsMH_01G0068300	4	1	5310	5184	8455	7910	4940	4857
OsMH_01G0068400	167	204	154	181	83	83	62	74
OsMH_01G0068800	1071	1042	1	7	128	110	165	183
OsMH_01G0068900	155	183	279	312	1225	1075	1005	1046
OsMH_01G0069200	23	48	1241	1293	1128	1116	822	896
OsMH_01G0073900	369	314	360	417	2183	1958	2315	2356
OsMH_01G0074000	30	18	985	1257	836	801	714	814
OsMH_01G0074100	12	23	1306	1214	1384	1326	791	908
OsMH_01G0074600	10	8	30632	30142	12858	11478	8902	8629
OsMH_01G0074800	99	143	360	478	1078	937	711	653
OsMH_01G0075000	613	656	1936	2456	1020	948	720	880
OsMH_01G0075100	51	26	122	126	217	164	151	178
OsMH_01G0075200	847	1268	1171	1287	1910	1733	1498	1493
OsMH_01G0075300	357	526	1256	1500	1541	1399	1214	1198
OsMH_01G0070500	625	1004	21	14	51	28	33	43
OsMH_01G0070700	0	0	2	0	0	0	0	2
OsMH_01G0070800	0	0	2353	2191	3387	3045	4249	4305
OsMH_01G0070900	0	5	1222	1367	1034	894	2076	2231
OsMH_01G0071000	0	5	571	467	216	226	224	193
OsMH_01G0071200	347	624	2	9	2	5	5	6
OsMH_01G0071400	0	6	1596	1631	902	784	744	753
OsMH_01G0071700	0	0	1476	1170	650	535	445	404
OsMH_01G0071900	250	396	749	914	356	317	343	380
OsMH_01G0072000	0	0	84	55	82	66	91	70
OsMH_01G0072200	0	0	7	8	0	0	0	4
OsMH_01G0072400	2880	3750	88	67	19	28	27	28
OsMH_01G0072800	87	117	144	122	83	82	76	84
OsMH_01G0073000	0	0	4	3	29	29	49	41
OsMH_01G0073100	400	436	210	282	197	132	139	135
OsMH_01G0073400	0	0	141	158	65	41	60	85
OsMH_01G0073500	168	306	12	7	12	8	15	8
OsMH_01G0073800	0	0	413	359	630	587	509	471
OsMH_01G0070600	6	9	2530	2648	4439	4209	2822	3005
OsMH_01G0071100	102	129	1360	1382	2000	1709	1348	1437
OsMH_01G0071300	243	367	91	151	202	192	216	253
OsMH_01G0071500	18	34	67	64	1409	1205	1571	1522
OsMH_01G0071600	496	396	1315	1452	5458	4587	3923	3828
OsMH_01G0071800	191	344	196	219	301	276	194	160
OsMH_01G0072100	7	34	24	51	122	92	137	97
OsMH_01G0072300	432	491	829	869	994	956	928	886
OsMH_01G0072500	1825	2261	3188	2971	3472	3216	2774	2877
OsMH_01G0072600	44	20	73	27	8867	7316	7513	7326
OsMH_01G0072700	431	484	778	786	1488	1388	1161	1158
OsMH_01G0072900	169	158	3931	3760	1856	1618	632	692
OsMH_01G0073200	15	60	22	5	20	25	10	12
OsMH_01G0073300	3	4	22	6	19	22	12	18
OsMH_01G0073600	213	145	20	17	88	58	56	55
OsMH_01G0073700	7902	9826	123	107	971	905	983	892
OsMH_01G0075500	10	20	76	115	2	0	3	4
OsMH_01G0075400	5086	7239	3	5	28	16	38	24
OsMH_01G0075800	1909	3540	41	39	9	24	11	13
OsMH_01G0075900	130	103	787	721	421	308	373	396
OsMH_01G0076000	265	381	547	476	439	352	272	271
OsMH_01G0076100	4	2	1384	1362	1383	1307	1144	1136
OsMH_01G0076200	11	10	1663	1885	1615	1552	1889	2020
OsMH_01G0076300	54	132	19	17	12	8	0	6
OsMH_01G0076500	35	61	54	82	68	66	67	89
OsMH_01G0076600	8	8	544	590	633	524	583	578
OsMH_01G0092500	188	208	280	258	266	245	369	377
OsMH_01G0092700	579	625	265	325	223	208	210	211
OsMH_01G0092800	5	3	0	0	3	0	0	0
OsMH_01G0092900	34	49	1089	1056	1125	895	990	1027
OsMH_01G0093000	17	26	45	37	7	6	4	3
OsMH_01G0093400	637	833	0	0	0	0	0	2
OsMH_01G0093600	202	290	0	0	0	0	0	0
OsMH_01G0094100	8	6	0	0	0	0	0	0
OsMH_01G0094500	196	296	0	0	0	2	0	0
OsMH_01G0094600	99	207	0	0	0	0	0	0
OsMH_01G0094800	688	706	0	0	0	0	0	0
OsMH_01G0095100	0	0	801	762	260	304	241	178
OsMH_01G0095400	0	0	1390	1242	147	104	76	108
OsMH_01G0095600	262	251	46	49	92	74	99	97
OsMH_01G0094900	265	350	0	0	0	0	0	0
OsMH_01G0095000	572	1110	0	0	0	0	0	0
OsMH_01G0095200	73	73	677	676	507	421	517	493
OsMH_01G0095300	13	6	0	0	12	30	18	15
OsMH_01G0095500	69	37	782	682	195	163	80	99
OsMH_01G0095700	20	45	0	0	0	0	0	0
OsMH_01G0095800	4	6	0	6	7	7	10	0
OsMH_01G0096000	12	16	0	0	0	0	0	0
OsMH_01G0096100	4	0	3884	3976	2883	2574	1901	1940
OsMH_01G0096200	46	57	0	5	77	112	79	78
OsMH_01G0096800	659	1138	0	0	0	0	0	0
OsMH_01G0097000	0	11	0	0	0	0	0	0
OsMH_01G0096900	472	615	0	0	0	0	0	0
OsMH_01G0097200	373	471	0	0	0	0	0	0
OsMH_01G0097300	9	0	0	0	0	0	0	0
OsMH_01G0097400	152	245	0	0	0	0	0	0
OsMH_01G0097500	8	0	0	0	0	4	0	4
OsMH_01G0097900	21	28	0	0	0	0	0	0
OsMH_01G0098000	50	34	0	0	8	4	0	4
OsMH_01G0098500	1451	1510	0	5	11	18	0	3
OsMH_01G0098600	2620	2578	0	0	0	0	0	0
OsMH_01G0098800	24	80	0	0	0	0	0	0
OsMH_01G0098700	5	10	0	0	0	0	0	2
OsMH_01G0098900	43	46	0	0	0	0	0	0
OsMH_01G0099300	533	456	0	0	0	0	0	0
OsMH_01G0099700	217	490	0	0	0	0	0	0
OsMH_01G0076700	213	182	0	0	11	0	4	0
OsMH_01G0076800	3119	2835	0	0	0	0	0	0
OsMH_01G0077000	0	0	715	860	139	131	174	239
OsMH_01G0077600	0	0	0	0	4	6	19	10
OsMH_01G0077800	1670	2325	0	0	0	0	0	0
OsMH_01G0078300	0	0	1199	1171	1549	1296	1379	1505
OsMH_01G0078400	0	0	0	0	0	0	0	0
OsMH_01G0078500	0	0	25	46	84	74	50	43
OsMH_01G0078700	0	0	1118	1289	2154	1969	2200	2322
OsMH_01G0078800	0	0	4	2	167	182	304	223
OsMH_01G0078900	0	0	767	908	280	235	257	233
OsMH_01G0079000	0	0	7528	7392	4597	4706	3273	3076
OsMH_01G0079100	0	0	592	553	272	278	126	119
OsMH_01G0079200	0	0	471	391	87	80	93	96
OsMH_01G0079700	0	0	6	0	9	21	4	6
OsMH_01G0079900	418	543	14	14	5	9	5	13
OsMH_01G0080000	0	0	38	33	23	17	6	9
OsMH_01G0080400	284	332	8	8	20	26	17	15
OsMH_01G0080600	0	0	1616	1749	27	29	28	34
OsMH_01G0080800	0	0	2222	2224	623	509	417	422
OsMH_01G0081400	77	136	2059	2059	1719	1508	1367	1408
OsMH_01G0081500	59	88	38	37	41	39	29	32
OsMH_01G0081600	0	0	8512	7968	5404	4832	4411	4447
OsMH_01G0081700	0	0	3316	3276	4303	4074	2857	2795
OsMH_01G0082100	232	317	1889	2015	3472	2936	4451	4811
OsMH_01G0082300	0	0	136	147	169	155	214	228
OsMH_01G0082800	0	0	93	70	17	32	18	48
OsMH_01G0083000	0	0	858	861	431	409	665	621
OsMH_01G0083100	0	0	3567	3579	3597	3398	2818	3121
OsMH_01G0083400	0	0	129	148	273	240	105	105
OsMH_01G0083600	0	0	96	130	73	61	62	72
OsMH_01G0083800	56	48	7602	7328	7800	7213	6084	5909
OsMH_01G0084100	0	0	942	943	1224	1109	959	927
OsMH_01G0084700	0	0	54	49	25	33	5	19
OsMH_01G0084800	0	0	1016	1021	561	508	511	500
OsMH_01G0084900	0	0	7778	7359	8895	8016	4673	4506
OsMH_01G0085100	330	320	2997	2977	4145	4035	2914	3196
OsMH_01G0085200	41	95	10373	10592	19307	17651	16205	16734
OsMH_01G0085500	0	8	8	0	2	4	0	4
OsMH_01G0085700	0	0	770	852	436	352	431	356
OsMH_01G0085800	0	0	6217	6872	762	577	1341	1337
OsMH_01G0085900	0	0	880	851	536	506	923	975
OsMH_01G0086000	0	0	2142	2327	1933	1727	893	1052
OsMH_01G0086200	0	0	7694	7635	1108	962	1834	1769
OsMH_01G0086500	0	5	1	6	1	0	0	0
OsMH_01G0086600	60	103	885	804	892	842	781	669
OsMH_01G0086700	296	398	13173	14025	9929	9354	8748	8976
OsMH_01G0086800	0	0	4	6	57	16	24	26
OsMH_01G0086900	0	0	261	252	401	309	306	271
OsMH_01G0087000	0	0	1694	1876	1442	1325	1285	1187
OsMH_01G0087100	0	0	257	233	58	48	44	40
OsMH_01G0087200	0	0	159	228	1644	1423	1262	1124
OsMH_01G0087400	0	0	0	0	0	0	0	0
OsMH_01G0087600	291	439	0	0	2	4	4	5
OsMH_01G0087700	1163	2183	0	0	0	0	0	0
OsMH_01G0088000	0	0	0	0	14	15	12	9
OsMH_01G0088200	0	0	129	193	180	35	128	137
OsMH_01G0088300	0	2	280	253	589	568	412	374
OsMH_01G0088400	0	0	1268	1406	1451	1247	999	1138
OsMH_01G0088500	0	0	0	0	0	0	0	0
OsMH_01G0088700	763	1126	0	0	0	0	0	0
OsMH_01G0088800	0	0	0	0	0	0	0	0
OsMH_01G0088900	0	4	0	0	0	0	0	0
OsMH_01G0089100	0	0	0	0	0	2	0	0
OsMH_01G0089200	0	1	0	0	0	0	0	0
OsMH_01G0089300	61	138	376	354	198	194	150	117
OsMH_01G0089600	260	546	0	0	0	0	0	0
OsMH_01G0089700	32	39	0	0	0	0	0	0
OsMH_01G0089900	0	0	0	0	0	0	0	0
OsMH_01G0090000	0	0	0	0	0	0	0	0
OsMH_01G0090100	0	0	0	0	0	0	0	0
OsMH_01G0090200	0	0	0	1	0	0	0	3
OsMH_01G0090500	294	313	0	0	0	2	0	0
OsMH_01G0090600	126	128	328	345	322	296	233	268
OsMH_01G0090700	42	69	0	0	0	0	0	0
OsMH_01G0090800	0	1	0	0	0	0	0	0
OsMH_01G0090900	0	0	0	0	0	0	0	0
OsMH_01G0091000	0	0	0	0	0	0	0	1
OsMH_01G0091100	0	0	1080	1001	1818	1768	1403	1432
OsMH_01G0091200	0	0	35	25	169	114	97	97
OsMH_01G0091300	0	0	1830	1762	9028	8409	9603	10070
OsMH_01G0091400	0	10	0	0	2	6	4	9
OsMH_01G0091500	0	0	0	0	0	0	0	0
OsMH_01G0091600	0	0	0	0	0	0	0	0
OsMH_01G0091700	0	0	0	0	0	0	0	0
OsMH_01G0091800	0	0	0	0	0	0	0	0
OsMH_01G0091900	0	0	0	0	0	0	2	0
OsMH_01G0092000	0	0	0	0	0	0	0	0
OsMH_01G0092100	206	368	0	0	0	0	0	0
OsMH_01G0076900	305	372	0	0	0	0	0	0
OsMH_01G0077100	658	752	0	0	0	0	0	0
OsMH_01G0077200	76	73	0	0	0	0	0	0
OsMH_01G0077300	3705	4559	17	7	40	27	19	16
OsMH_01G0077400	5	4	2496	2632	2287	2361	2391	2461
OsMH_01G0077500	1754	2469	0	0	0	0	0	0
OsMH_01G0077700	4063	3542	0	0	0	0	0	0
OsMH_01G0077900	61	112	0	0	0	0	0	0
OsMH_01G0078000	7	0	0	0	7	8	6	0
OsMH_01G0078100	2	6	881	843	1480	1386	1348	1536
OsMH_01G0078200	84	171	0	0	0	0	0	0
OsMH_01G0078600	399	642	253	238	109	76	71	69
OsMH_01G0079300	1	0	0	0	0	0	0	0
OsMH_01G0079400	1491	1991	0	0	0	0	0	0
OsMH_01G0079500	1125	1520	0	0	0	0	0	4
OsMH_01G0079600	100	118	0	0	0	0	0	0
OsMH_01G0079800	1900	2749	0	0	0	0	0	0
OsMH_01G0080100	49	50	0	0	0	0	0	0
OsMH_01G0080200	515	657	0	0	4	0	19	7
OsMH_01G0080300	4624	4920	0	0	0	0	0	0
OsMH_01G0080500	3458	3804	0	2	14	12	11	18
OsMH_01G0080700	10	18	0	0	0	0	0	0
OsMH_01G0080900	12	9	0	0	0	0	0	0
OsMH_01G0081000	15	52	0	0	0	0	0	0
OsMH_01G0081100	27	23	0	0	33	42	100	175
OsMH_01G0081200	1109	904	0	0	0	0	0	0
OsMH_01G0081300	3440	3421	0	0	52	0	0	0
OsMH_01G0081800	446	451	0	0	0	0	0	0
OsMH_01G0081900	902	831	846	906	497	522	317	347
OsMH_01G0082000	6	13	0	6	0	2	4	0
OsMH_01G0082200	200	292	179	207	2629	2312	3065	2876
OsMH_01G0082400	4586	5679	2162	2440	1735	1706	1458	1531
OsMH_01G0082500	24	23	359	362	682	738	450	427
OsMH_01G0082600	87	69	124	121	173	236	131	144
OsMH_01G0082700	858	725	503	472	502	378	385	453
OsMH_01G0082900	2090	2343	5	0	2	6	5	8
OsMH_01G0083200	2	23	22	59	16	10	8	8
OsMH_01G0083300	42	54	118	180	2096	1846	314	403
OsMH_01G0083500	50	50	6137	6267	5231	4961	4005	4205
OsMH_01G0083700	44	17	23	49	22	17	21	15
OsMH_01G0083900	295	406	55	31	15	31	12	20
OsMH_01G0084000	51	104	916	943	3705	3148	5921	5591
OsMH_01G0084200	486	599	27	22	23	15	6	8
OsMH_01G0084300	1070	1533	5447	5829	8656	8225	6075	6373
OsMH_01G0084400	3	12	120	116	144	103	68	74
OsMH_01G0084500	44	126	592	742	336	343	271	264
OsMH_01G0084600	319	290	12	14	3	4	23	21
OsMH_01G0085000	135	105	1290	1219	863	800	629	604
OsMH_01G0085300	1	0	96	123	124	104	96	111
OsMH_01G0085400	116	81	230	272	280	310	256	258
OsMH_01G0085600	977	821	8902	9838	146	169	270	273
OsMH_01G0086100	6	2	622	581	287	325	166	196
OsMH_01G0086300	19	62	16	14	0	0	0	0
OsMH_01G0086400	120	190	229599	232005	172711	152861	108843	118905
OsMH_01G0087300	41	23	7	1	36	39	23	52
OsMH_01G0087500	27	17	145	247	79	73	79	118
OsMH_01G0087800	58	55	7	4	251	213	421	515
OsMH_01G0087900	4	8	1467	1865	2290	2150	1604	1730
OsMH_01G0088100	76	80	449	462	396	320	255	247
OsMH_01G0088600	11	10	8	10	18	21	4	29
OsMH_01G0089000	21	22	2	2	2	0	2	0
OsMH_01G0089400	4	7	8	6	5	9	5	3
OsMH_01G0089500	18	29	218	198	48	61	81	73
OsMH_01G0089800	267	269	1166	1120	513	517	401	392
OsMH_01G0090300	29505	30259	3	8	7	0	2	0
OsMH_01G0090400	2	5	608	623	475	378	291	264
OsMH_01G0100100	8	12	665	667	575	514	368	378
OsMH_01G0100000	1933	2276	136	181	1257	1137	986	1001
OsMH_01G0100400	46	87	2238	2075	1667	1485	816	839
OsMH_01G0100600	6	11	259	360	260	256	236	255
OsMH_01G0101100	300	284	1791	1942	2389	2100	1924	1946
OsMH_01G0106100	591	709	203	229	85	64	46	47
OsMH_01G0106200	85	102	86	108	6	0	0	0
OsMH_01G0106500	3	2	2	3	0	3	0	0
OsMH_01G0106600	501	895	577	650	415	418	373	422
OsMH_01G0106700	117	237	7824	7728	3545	2978	1580	1566
OsMH_01G0101400	0	0	514	516	456	426	307	313
OsMH_01G0101700	0	2	41	54	198	135	123	144
OsMH_01G0101900	0	0	161	135	1340	1231	1469	1553
OsMH_01G0102100	0	3	20	17	130	139	62	63
OsMH_01G0102200	0	0	4341	3914	4390	4634	4049	4057
OsMH_01G0102300	0	0	9656	10217	8567	7735	7276	6944
OsMH_01G0102400	0	0	722	581	975	815	926	877
OsMH_01G0102600	0	0	8	0	6	8	0	0
OsMH_01G0102700	0	0	5549	5274	8721	8567	7804	8022
OsMH_01G0102800	0	0	2	0	2	1	1	2
OsMH_01G0102900	0	0	395	422	802	674	733	693
OsMH_01G0103100	0	0	41	79	90	69	78	95
OsMH_01G0103200	0	0	34	48	115	81	102	94
OsMH_01G0103300	6	4	0	0	0	0	2	0
OsMH_01G0103400	0	0	8	4	18	5	48	33
OsMH_01G0103500	0	0	1176	1078	1601	1582	879	888
OsMH_01G0103600	0	0	198	192	353	328	303	365
OsMH_01G0103700	0	0	0	0	0	4	4	12
OsMH_01G0103900	0	2	0	2	9	9	12	8
OsMH_01G0104000	0	0	0	2	13	10	20	21
OsMH_01G0104100	0	0	0	0	0	0	0	0
OsMH_01G0104200	0	0	0	0	15	23	70	83
OsMH_01G0104300	0	0	0	3	0	1	1	0
OsMH_01G0104400	0	0	0	0	4	0	3	3
OsMH_01G0104500	0	0	2	6	2	2	6	1
OsMH_01G0104600	0	0	0	0	0	0	0	0
OsMH_01G0104700	0	0	0	0	0	0	0	0
OsMH_01G0104800	0	2	0	0	0	0	0	0
OsMH_01G0104900	0	0	0	0	0	7	8	5
OsMH_01G0105000	0	1	0	0	8	12	9	5
OsMH_01G0105100	0	2	0	0	0	11	14	19
OsMH_01G0105200	0	0	0	0	0	0	0	0
OsMH_01G0105300	0	0	0	0	0	0	0	0
OsMH_01G0105400	2	6	0	0	2	0	2	0
OsMH_01G0105500	0	0	0	0	0	0	0	0
OsMH_01G0105700	0	0	1135	1229	3252	2897	6723	6828
OsMH_01G0105800	284	346	0	0	0	0	0	0
OsMH_01G0105900	1495	2284	0	0	0	0	2	0
OsMH_01G0101300	148	204	0	0	0	0	8	8
OsMH_01G0101500	421	331	0	0	0	0	0	0
OsMH_01G0101600	862	775	0	0	0	0	0	0
OsMH_01G0101800	58	44	0	0	0	0	0	0
OsMH_01G0102000	611	574	0	0	1	0	0	0
OsMH_01G0102500	3	0	0	0	0	0	0	0
OsMH_01G0103000	2	2	0	0	0	0	0	0
OsMH_01G0103800	11	0	0	0	0	0	0	2
OsMH_01G0105600	7	6	0	0	0	0	0	0
OsMH_01G0106000	5	4	11	8	43	52	65	42
OsMH_01G0107000	461	639	0	0	0	0	0	0
OsMH_01G0107100	61	65	0	0	0	0	0	0
OsMH_01G0107200	91	89	0	0	0	0	2	0
OsMH_01G0107300	78	96	0	0	0	0	0	0
OsMH_01G0107600	0	0	14	2	28	37	46	30
OsMH_01G0107700	13	8	0	0	0	0	0	0
OsMH_01G0108100	151	308	0	0	0	0	0	0
OsMH_01G0108200	248	173	0	1	0	0	0	0
OsMH_01G0108300	2451	1871	0	0	0	0	0	0
OsMH_01G0108500	0	0	0	0	0	0	0	0
